event_id,template_id,count
11702,2546,1
11703,110,1
11704,1504,1
11705,958,1
11706,4588,1
11707,2766,1
11708,3481,1
11709,9545,1
11710,8222,1
11711,10206,8
11712,10207,9
11713,10205,7
11714,8503,3
11715,8506,2
11716,8502,2
11717,8505,2
11718,8485,2
11719,8486,2
11720,405,1
11721,379,1
11722,382,1
11723,344,1
11724,351,1
11725,316,1
11726,311,1
11727,283,1
11728,85,1
11729,37,1
11730,22,1
11731,13,1
11732,5,1
11734,10185,1
11735,10184,1
11736,10109,1
11737,10098,1
11738,10082,1
11739,10032,1
11740,9936,1
11742,9877,1
11743,9846,1
11744,9758,1
11745,9756,1
11746,9707,1
11747,9678,1
11748,9677,2
11749,9675,1
11750,9674,1
11751,9665,3
11752,9656,1
11753,9638,1
11754,9571,1
11755,9558,1
11756,9551,1
11757,9486,1
11758,9428,1
11759,9287,1
11760,9240,1
11761,9231,1
11762,9196,1
11763,9153,1
11764,9146,1
11765,9123,1
11766,9114,1
11767,9110,1
11768,8686,1
11769,8606,1
11771,8450,1
11772,8344,1
11773,8219,1
11774,8217,1
11775,8211,1
11776,8026,1
11777,8027,1
11778,7877,1
11779,7653,1
11780,7632,1
11781,7615,1
11782,7217,1
11783,7209,1
11784,7208,1
11785,7204,1
11786,10209,6
11787,10208,7
11788,518,2
11789,8510,3
11790,8481,2
11791,487,2
11792,8495,1
11793,526,3
11794,9545,2
11795,3660,1
11796,8509,3
11797,7966,2
11798,8508,3
11799,7960,1
11800,7955,1
11801,7740,2
11802,437,1
11803,429,1
11804,409,1
11805,365,1
11806,370,1
11807,355,1
11808,501,1
11809,506,1
11810,511,1
11811,483,2
11812,6397,2
11813,8192,2
11814,5826,1
11815,3094,1
11816,3679,1
11817,3358,1
11818,3119,1
11819,6960,1
11820,7180,1
11821,3066,1
11822,6850,1
11823,5762,1
11824,5979,1
11825,3651,1
11826,9607,1
11827,2582,1
11828,7526,1
11829,3859,1
11830,1928,1
11831,8501,2
11832,7962,1
11833,215,1
11834,118,1
11835,9838,1
11836,9812,1
11837,9811,1
11838,9797,1
11839,516,1
11840,3099,1
11841,8499,1
11842,474,1
11843,139,1
11844,7941,1
11845,8498,1
11846,3137,1
11847,465,1
11848,3653,1
11849,7951,1
11850,446,1
11851,8507,1
11852,7957,1
11853,499,1
11854,453,1
11855,8504,2
11856,477,1
11857,495,1
11858,489,1
11859,412,1
11860,8496,1
11861,512,1
11862,8499,2
11863,10207,6
11864,10209,5
11865,7093,2
11866,416,1
11867,408,1
11868,10208,7
11869,2970,1
11870,438,1
11871,441,1
11872,386,1
11873,420,1
11874,421,1
11875,10210,8
11876,412,1
11877,460,1
11878,8501,4
11879,474,3
11880,278,1
11881,8485,3
11882,526,3
11883,455,1
11884,117,1
11885,518,4
11886,8503,1
11887,8510,4
11888,8506,1
11889,8505,2
11890,8492,1
11891,8482,1
11892,7956,2
11893,7957,1
11894,7950,1
11895,7947,1
11896,7948,2
11897,488,1
11898,475,1
11899,10189,1
11900,10185,2
11901,10184,1
11902,10183,1
11903,9797,2
11904,9812,1
11905,9828,1
11906,9838,1
11907,9811,1
11908,9719,1
11909,9721,1
11910,9684,1
11911,9656,1
11912,9607,2
11913,9460,1
11914,9466,1
11915,9449,2
11916,9291,1
11917,9269,1
11918,9262,1
11919,9256,1
11920,2107,1
11921,9264,1
11922,8998,1
11923,9028,1
11924,6725,1
11925,8383,1
11926,8186,1
11927,8065,1
11928,8063,1
11929,7217,1
11930,7180,1
11931,6993,1
11932,6850,1
11933,6046,2
11934,5979,1
11935,5934,2
11936,5888,1
11937,5850,1
11938,5858,1
11939,5829,1
11940,5826,1
11941,5762,1
11942,5699,1
11943,5694,1
11944,5647,1
11945,5643,1
11946,5531,1
11947,5459,1
11948,5453,1
11949,3679,2
11950,3660,1
11951,3361,1
11952,3283,1
11953,3412,1
11954,3266,1
11955,3256,1
11956,3119,1
11957,3061,1
11958,3066,1
11959,3065,1
11960,2956,1
11961,2949,1
11962,2753,2
11963,2696,1
11964,2650,1
11965,2482,1
11966,2442,1
11967,2366,1
11968,2257,1
11969,1667,1
11970,1210,1
11971,1220,1
11972,8496,3
11973,8497,2
11974,10205,6
11975,8507,2
11976,8487,1
11977,8484,1
11978,7960,2
11979,8168,1
11980,7740,1
11981,3169,1
11982,506,2
11983,3358,1
11984,8399,1
11985,344,2
11986,7601,1
11987,215,1
11988,9543,1
11989,9441,1
11990,7344,1
11991,10206,4
11992,7955,1
11993,486,2
11994,472,1
11995,317,1
11996,286,1
11997,211,1
11998,176,1
11999,172,1
12000,132,1
12001,126,1
12002,43,1
12003,10188,1
12004,9959,1
12005,9691,1
12006,9686,1
12007,5663,1
12008,4787,1
12009,387,2
12010,358,2
12011,383,1
12012,7966,1
12013,8508,1
12014,8495,1
12015,7741,1
12016,8192,1
12017,8502,1
12018,7949,1
12019,2035,1
12020,8486,2
12021,3936,1
12022,7314,1
12023,3872,1
12024,2006,1
12025,451,2
12026,2033,1
12027,1073,1
12028,7578,1
12029,434,1
12030,3387,1
12031,2218,1
12032,2387,1
12033,647,1
12034,8826,1
12035,3931,1
12036,3776,1
12037,2890,1
12038,5895,1
12039,6192,1
12040,677,1
12041,10162,1
12042,8509,1
12043,1587,1
12044,2912,1
12045,1025,1
12046,1831,1
12047,4233,1
12048,8190,1
12049,4766,1
12050,370,1
12051,47,1
12052,48,2
12053,61,1
12054,251,1
12055,238,1
12056,233,1
12057,82,1
12058,32,1
12059,33,1
12060,145,1
12061,122,1
12062,353,1
12063,5167,1
12064,9515,1
12065,509,1
12066,508,1
12067,469,1
12068,411,1
12069,369,1
12070,357,2
12071,341,1
12072,6076,1
12073,9787,1
12074,3626,1
12075,1533,1
12076,4971,1
12077,4274,1
12078,269,1
12079,318,1
12080,400,1
12081,7941,1
12082,514,2
12083,499,1
12084,457,1
12085,8961,1
12087,8920,1
12088,440,1
12089,404,1
12090,338,1
12091,321,1
12092,303,1
12093,299,1
12094,260,1
12095,234,1
12096,230,1
12097,227,1
12098,216,1
12099,209,2
12100,94,1
12101,22,1
12103,10198,1
12104,10169,1
12105,9954,1
12106,9943,1
12107,9938,1
12109,9921,1
12110,9918,1
12111,9917,1
12113,9893,1
12114,9877,1
12116,9676,1
12117,9677,1
12118,9621,1
12119,9564,1
12120,9529,1
12121,9520,1
12122,9521,1
12123,9510,2
12124,9508,1
12125,9443,2
12126,9440,2
12127,9432,1
12128,9421,1
12129,9401,1
12130,9380,1
12131,9333,1
12132,9328,1
12133,10210,9
12134,8497,3
12135,8482,3
12136,8481,2
12137,8222,1
12138,7344,2
12139,6993,1
12140,9208,1
12141,3173,1
12142,5751,1
12143,7861,1
12144,4168,1
12145,6848,1
12146,4716,1
12147,4624,1
12148,6816,1
12149,5232,1
12150,448,1
12151,9298,1
12152,8501,3
12153,517,1
12154,60,1
12155,10205,3
12156,264,1
12157,333,2
12158,10209,7
12159,8505,2
12160,8503,7
12161,7956,1
12162,7957,1
12163,7948,2
12164,8510,4
12165,9838,1
12166,9719,1
12167,8063,1
12168,6095,1
12169,5571,1
12170,3679,1
12171,8504,3
12172,510,1
12173,9449,1
12174,8997,1
12175,6990,1
12176,6046,1
12177,8495,1
12178,377,1
12179,3137,2
12180,8480,1
12181,409,1
12182,455,2
12183,217,2
12184,462,1
12185,416,1
12186,118,1
12187,204,1
12188,215,1
12189,145,2
12190,122,1
12191,269,1
12192,9,2
12193,10206,6
12194,8508,4
12195,10207,1
12196,501,1
12197,504,2
12198,8788,1
12199,8834,1
12200,1743,1
12201,5664,1
12202,6619,1
12203,6631,1
12204,6573,1
12205,6378,1
12206,6259,1
12207,5973,1
12208,3347,1
12209,7604,1
12210,1884,1
12211,8506,2
12212,8507,4
12213,404,1
12214,337,1
12215,321,1
12216,7955,2
12217,8496,4
12218,282,3
12219,126,1
12220,9665,1
12221,9677,1
12222,64,1
12223,22,1
12224,219,1
12225,419,1
12226,10208,2
12227,48,1
12228,8499,3
12229,130,1
12230,232,1
12231,440,1
12232,449,1
12233,230,1
12234,146,2
12235,151,1
12236,205,1
12237,211,1
12238,386,1
12239,352,1
12240,503,2
12241,7741,4
12242,460,1
12243,334,1
12244,309,2
12245,8498,1
12246,7961,1
12247,7952,1
12248,506,1
12249,472,1
12250,370,1
12251,344,1
12252,300,1
12253,8509,3
12254,8487,3
12255,8168,2
12256,6397,1
12258,3169,1
12259,3653,1
12260,3246,1
12261,6588,1
12262,743,1
12263,2442,1
12264,3487,1
12265,6056,1
12266,1254,1
12267,8246,1
12268,8272,1
12269,2414,1
12270,7962,1
12271,8502,2
12272,8485,1
12273,7953,1
12274,7093,1
12275,7966,1
12276,3409,1
12277,168,1
12278,420,1
12279,4938,1
12280,3729,1
12281,3314,1
12282,434,1
12283,2447,1
12284,407,1
12285,384,1
12286,385,1
12287,342,1
12288,343,1
12289,9456,1
12290,470,1
12291,9744,1
12292,9607,1
12293,9656,1
12294,7958,1
12295,488,1
12296,474,1
12297,475,1
12298,9804,1
12299,9724,1
12300,9645,1
12301,9588,1
12302,9577,1
12303,9529,1
12304,9543,1
12305,9602,1
12306,9651,1
12307,9596,1
12308,9542,1
12309,9353,1
12310,7217,1
12311,7528,1
12312,7526,1
12313,7439,1
12314,7374,1
12315,7659,1
12316,8037,1
12317,8119,1
12318,7676,1
12319,8245,1
12320,518,1
12321,8494,1
12322,10183,1
12323,466,1
12324,514,3
12325,244,1
12326,17,1
12327,8506,5
12328,8508,5
12329,8499,5
12330,7952,1
12331,7093,1
12332,520,2
12333,484,1
12334,486,1
12335,478,1
12336,489,1
12337,479,2
12338,474,3
12339,469,2
12340,470,1
12341,463,2
12342,454,4
12343,450,1
12344,428,2
12345,414,1
12346,380,1
12347,302,1
12348,288,1
12349,289,1
12350,274,1
12351,268,1
12352,260,1
12353,254,1
12354,247,1
12355,238,2
12356,8496,5
12357,8501,3
12358,8495,2
12359,7740,3
12360,6397,2
12362,7217,3
12363,3094,2
12364,3546,2
12365,113,3
12366,8001,1
12367,47,1
12368,9,1
12369,61,1
12370,103,2
12371,309,1
12372,420,1
12373,419,1
12374,418,1
12375,446,2
12376,217,1
12377,421,1
12378,8509,4
12379,8507,3
12380,10210,8
12381,8492,1
12382,8484,1
12383,3688,2
12384,871,2
12385,2851,1
12386,2322,1
12387,398,1
12388,2653,1
12389,3556,1
12390,9783,1
12391,3639,1
12392,3201,1
12393,7963,2
12394,3169,1
12395,8498,3
12396,8486,4
12397,8487,1
12398,10206,2
12399,10209,2
12400,10208,3
12401,10205,2
12402,8505,3
12403,8497,2
12404,10207,2
12405,8503,2
12406,8510,2
12407,7961,1
12408,7955,2
12409,7957,1
12410,7956,2
12411,526,2
12412,488,2
12413,7960,2
12414,8485,3
12415,7948,4
12416,6046,1
12417,5359,1
12418,7741,1
12419,8168,1
12420,249,2
12421,8192,1
12422,475,3
12423,3653,2
12424,509,1
12425,370,2
12426,483,1
12427,85,2
12428,5118,1
12429,7949,1
12430,7669,2
12431,282,1
12432,8502,2
12433,7941,1
12434,432,1
12435,10190,1
12436,10184,1
12437,9719,2
12438,9665,2
12439,9545,2
12440,9264,2
12441,7662,1
12442,8490,1
12443,501,1
12444,504,1
12445,7348,1
12446,9646,1
12447,4542,1
12448,466,1
12449,455,1
12450,465,1
12451,413,1
12452,441,1
12453,472,1
12454,7344,1
12455,3119,1
12456,9684,1
12457,2753,1
12458,2860,1
12459,2650,2
12460,9607,1
12461,8222,1
12462,2956,1
12463,6850,1
12464,7374,1
12465,3679,1
12466,6955,1
12467,5531,1
12468,8788,1
12469,9542,1
12470,3626,1
12471,3660,1
12472,5454,1
12473,3066,1
12474,5974,1
12475,7601,1
12476,480,1
12477,8494,1
12478,9543,1
12479,251,1
12480,335,1
12481,259,1
12482,60,1
12483,356,1
12484,8383,1
12485,8119,1
12486,316,1
12487,2919,1
12488,1610,1
12489,499,1
12490,498,1
12491,358,1
12492,219,1
12493,233,1
12494,145,1
12495,449,1
12496,293,1
12497,1406,1
12498,1355,1
12499,445,1
12500,7962,2
12501,5922,1
12502,595,1
12503,3110,1
12504,1993,1
12505,2959,1
12506,1268,1
12507,2974,1
12508,7396,1
12509,7891,1
12510,365,1
12511,424,2
12512,6085,1
12513,6993,1
12514,7523,1
12515,374,1
12516,378,1
12517,402,1
12518,315,1
12519,255,1
12520,184,2
12521,137,1
12522,10198,1
12523,13,1
12525,10204,1
12526,10202,1
12527,10201,1
12528,10153,1
12529,10094,1
12530,10088,1
12531,10007,1
12532,9975,1
12533,9945,1
12536,9903,1
12537,3300,1
12538,3246,1
12539,3137,1
12540,451,1
12541,22,1
12542,192,1
12543,7770,1
12544,1623,1
12545,8775,1
12546,1348,1
12547,3876,1
12548,7101,1
12549,8106,1
12550,2774,1
12551,8711,1
12552,46,1
12553,7767,1
12554,9634,1
12555,3020,1
12556,7828,1
12557,4594,1
12558,5906,1
12559,9971,1
12560,1691,1
12561,3353,1
12562,4531,1
12563,2452,1
12564,6423,1
12565,148,1
12566,8322,1
12567,613,1
12568,7004,1
12569,2759,1
12570,2843,1
12571,4947,1
12572,9648,1
12573,1586,1
12574,9352,1
12575,5722,1
12576,626,1
12577,5279,1
12578,5783,1
12579,9385,1
12580,1225,1
12581,1800,1
12582,6815,1
12583,4838,1
12584,2572,2
12585,2767,1
12586,1662,1
12587,8105,1
12588,8250,1
12589,4163,1
12590,2432,1
12591,7456,1
12592,6897,1
12593,9283,1
12594,8548,1
12595,3898,1
12596,7575,1
12597,9764,1
12598,5002,1
12599,2520,1
12600,10008,1
12601,588,1
12602,831,1
12603,8526,1
12604,8744,1
12605,9180,1
12606,5361,1
12607,3875,1
12608,2967,1
12609,423,1
12610,410,1
12611,408,1
12612,407,1
12613,406,1
12614,355,1
12615,342,1
12616,344,1
12617,329,1
12618,328,1
12619,311,1
12620,310,1
12621,312,1
12622,291,1
12623,8509,3
12624,8492,1
12625,10205,3
12626,8502,3
12627,7952,1
12628,494,1
12629,477,2
12630,461,1
12631,497,1
12632,502,1
12633,8485,4
12634,8487,1
12635,7950,1
12636,6056,1
12637,5934,1
12638,9082,1
12639,8119,1
12640,8507,1
12641,8506,4
12642,8508,2
12643,526,2
12644,517,1
12645,512,1
12646,509,1
12647,508,1
12648,503,1
12649,485,1
12650,10206,3
12651,8504,2
12652,8497,2
12653,10210,5
12654,7966,1
12655,8480,1
12656,8510,3
12657,6397,1
12658,130,1
12659,9665,2
12660,9719,1
12661,514,1
12663,7960,2
12664,487,1
12665,7669,1
12666,3246,1
12667,149,1
12668,2349,1
12669,520,1
12670,8206,1
12671,732,1
12672,1046,1
12673,5181,1
12674,8896,1
12675,2266,1
12676,352,1
12677,9924,1
12678,6294,1
12679,6917,1
12680,6869,1
12681,8028,1
12682,2295,2
12683,6926,1
12684,6887,1
12685,244,1
12686,927,1
12687,2967,1
12688,9998,1
12689,8544,1
12690,2049,1
12691,8365,1
12692,2843,1
12693,6200,1
12694,10073,1
12695,876,1
12696,5598,1
12697,568,1
12698,1759,1
12699,3497,1
12700,4664,1
12701,3639,1
12702,2431,1
12703,3403,1
12704,4229,1
12705,5662,1
12706,10088,1
12707,2784,1
12708,3319,1
12709,8454,1
12710,6248,1
12711,3456,1
12712,2596,1
12713,1776,1
12714,793,1
12715,4659,1
12716,3028,1
12717,3825,1
12718,3023,1
12719,10052,1
12720,8355,1
12721,8664,1
12722,3378,1
12723,6819,1
12724,2951,1
12725,1321,1
12726,7287,1
12727,2387,1
12728,7841,1
12729,167,2
12730,4760,1
12731,7808,1
12732,144,1
12733,2777,1
12734,546,1
12735,9511,1
12736,5558,1
12737,3138,1
12738,4266,1
12739,3873,1
12740,9877,1
12741,4114,1
12742,3541,1
12743,5923,1
12744,10065,2
12745,9806,1
12746,3376,1
12747,42,1
12748,17,1
12749,781,1
12750,9487,1
12751,2304,2
12752,3492,1
12753,6757,1
12754,639,1
12755,7434,1
12756,6871,1
12757,1669,1
12758,6119,1
12759,9287,1
12760,10076,2
12761,3888,1
12762,10133,1
12763,3990,1
12764,9819,1
12765,7545,1
12766,4273,1
12767,9959,1
12768,6319,1
12769,4347,1
12770,3999,1
12771,1241,1
12772,2456,1
12773,10112,1
12774,5420,1
12775,3589,1
12776,1711,1
12777,9146,1
12778,5227,1
12779,3173,1
12780,1215,1
12781,4323,1
12782,9443,1
12783,7241,1
12784,10164,1
12785,8800,1
12786,7824,1
12787,8828,1
12788,198,1
12789,5395,1
12790,3426,1
12791,3409,1
12792,1124,1
12793,1374,1
12794,2422,1
12795,384,1
12796,8142,1
12797,5750,1
12798,1957,1
12799,4059,1
12800,4356,1
12801,6629,1
12802,8499,3
12803,455,1
12804,438,1
12805,443,1
12806,2970,1
12807,442,1
12808,441,1
12809,413,1
12810,387,1
12811,386,1
12812,81,1
12813,138,1
12814,222,1
12815,225,1
12816,113,1
12817,70,1
12818,1540,1
12819,219,1
12820,118,1
12821,440,1
12822,398,1
12823,401,1
12824,394,1
12825,377,1
12826,382,1
12827,376,1
12828,379,1
12829,372,1
12830,378,1
12831,365,1
12832,354,1
12833,342,1
12834,340,1
12835,325,1
12836,310,1
12837,308,1
12838,311,1
12839,307,1
12840,303,1
12841,301,1
12842,295,1
12843,304,1
12844,281,1
12845,277,1
12846,271,1
12847,266,1
12848,250,1
12849,249,1
12850,236,1
12851,237,1
12852,231,1
12853,227,1
12854,213,1
12855,208,1
12856,211,1
12857,202,1
12858,184,1
12859,188,1
12860,179,1
12861,151,1
12862,146,1
12863,142,1
12864,143,1
12865,137,1
12866,140,1
12867,135,2
12868,134,1
12869,128,1
12870,123,1
12871,117,1
12872,110,1
12873,108,1
12874,100,1
12875,76,1
12876,74,1
12877,64,1
12878,56,1
12879,59,1
12880,50,1
12881,34,1
12883,10198,1
12884,10196,1
12885,10188,1
12886,10173,1
12887,10153,1
12888,10107,1
12889,10051,1
12890,10053,1
12891,10015,1
12892,9979,1
12893,9971,1
12894,627,1
12895,10176,2
12896,8512,1
12897,1701,1
12898,3116,1
12899,9393,1
12900,2110,1
12901,9199,1
12902,3353,1
12903,8496,1
12904,8505,1
12905,8495,2
12906,8482,1
12907,8481,2
12908,10209,1
12909,8498,2
12910,8469,1
12911,1637,2
12912,5101,1
12913,1429,2
12914,493,1
12915,10207,1
12916,8501,2
12917,8484,1
12918,7948,1
12919,7949,2
12920,10208,1
12921,481,1
12922,476,1
12923,469,1
12924,465,1
12925,452,1
12926,453,1
12927,7093,1
12928,8503,1
12929,390,1
12930,259,1
12931,335,1
12932,200,1
12933,103,1
12934,333,1
12935,9,1
12936,48,1
12937,264,1
12938,232,1
12939,417,1
12940,421,1
12941,238,1
12942,351,1
12943,10185,1
12944,10184,1
12945,10189,1
12946,9838,1
12947,10183,1
12948,9545,1
12949,22,1
12950,9650,1
12951,9264,1
12952,7740,3
12953,475,2
12954,474,1
12955,9804,1
12956,431,1
12957,7741,1
12958,370,1
12959,4798,1
12960,8839,1
12961,9918,1
12962,5451,1
12963,549,1
12964,2980,1
12965,7951,1
12966,7432,1
12967,8436,1
12968,4780,1
12969,7962,1
12970,518,1
12971,262,1
12972,254,1
12973,255,1
12974,241,1
12975,253,1
12976,268,1
12977,357,2
12978,8486,1
12979,7964,2
12980,7955,2
12981,466,1
12982,10209,7
12983,10208,8
12984,8510,6
12985,10205,7
12986,8503,6
12987,8498,5
12988,7955,2
12989,8508,5
12990,8501,4
12991,7960,4
12992,7740,2
12993,8497,5
12994,8495,5
12995,8485,4
12996,7953,2
12997,8499,5
12998,8487,3
12999,487,2
13000,526,6
13001,475,1
13002,463,1
13003,470,1
13004,9719,1
13005,9721,1
13006,9684,1
13007,9677,1
13008,9651,1
13009,9656,1
13010,9607,1
13011,9577,1
13012,9602,1
13013,9529,1
13014,9368,1
13015,7948,2
13016,7093,2
13017,483,1
13018,9812,1
13019,7601,1
13020,6952,1
13021,6960,1
13022,6850,1
13023,6046,1
13024,5995,1
13025,5957,1
13026,5954,1
13027,5883,1
13028,5888,1
13029,5919,1
13030,5869,1
13031,5945,1
13032,455,1
13033,514,2
13034,507,1
13035,481,2
13036,373,1
13037,350,1
13038,8505,3
13039,8480,1
13040,8490,2
13041,7741,1
13042,10210,5
13043,8504,3
13044,518,1
13045,486,1
13046,8486,1
13047,506,1
13048,8481,1
13050,146,1
13051,501,1
13052,429,1
13053,424,1
13054,411,1
13055,390,1
13056,340,1
13057,347,3
13058,275,1
13059,244,1
13060,234,1
13061,7232,1
13062,10206,4
13063,8509,3
13064,10207,5
13065,489,1
13066,8506,4
13067,504,1
13068,8507,2
13069,8482,2
13070,7956,2
13071,7957,2
13072,7949,2
13073,520,3
13074,512,1
13075,484,1
13076,474,1
13077,459,1
13078,462,1
13079,384,1
13080,370,1
13081,346,1
13082,298,1
13083,260,1
13084,253,1
13085,233,1
13086,213,1
13087,210,1
13088,211,1
13089,206,1
13090,205,1
13091,172,1
13092,168,1
13093,120,2
13094,115,1
13095,40,1
13096,35,1
13097,10211,6
13098,8494,1
13099,3169,1
13100,3137,1
13101,3246,1
13102,488,1
13103,8492,1
13104,8496,2
13105,7959,2
13106,7952,1
13107,7950,1
13108,502,1
13109,503,1
13110,497,1
13111,382,1
13112,312,1
13113,313,1
13114,352,1
13115,441,1
13116,415,1
13117,365,1
13118,7899,1
13119,337,1
13120,2991,1
13121,5194,1
13122,3742,1
13123,6509,1
13124,230,1
13125,3062,1
13126,8700,1
13127,73,1
13128,9731,1
13129,8449,1
13130,657,1
13131,9129,1
13132,1434,1
13133,3995,1
13134,4825,1
13135,6137,1
13136,820,1
13137,1098,1
13138,2029,1
13139,7910,1
13140,4440,1
13141,8484,1
13142,345,1
13143,309,2
13144,226,1
13145,181,1
13146,132,1
13147,10190,1
13148,264,2
13149,103,1
13150,47,2
13151,436,1
13152,412,1
13153,344,1
13154,301,1
13155,259,1
13156,250,1
13157,199,1
13158,121,1
13159,53,1
13160,454,1
13161,8237,1
13162,6699,1
13163,495,2
13164,387,1
13165,333,1
13166,3094,1
13167,446,1
13168,6950,1
13169,428,1
13170,1637,1
13171,371,1
13172,3679,1
13173,2751,1
13174,383,1
13175,217,1
13176,5898,1
13177,7094,1
13178,513,1
13179,8497,4
13180,7937,1
13181,2974,1
13182,8501,7
13183,8507,3
13184,8510,2
13185,8485,6
13186,7966,4
13187,8481,5
13188,7957,3
13189,7956,4
13190,7948,2
13191,7740,4
13192,7093,4
13193,526,3
13194,483,5
13195,474,5
13196,10184,1
13197,9828,1
13198,9721,3
13199,9684,2
13200,9665,5
13201,9602,2
13202,9588,1
13203,9515,1
13204,9466,1
13205,9529,2
13206,9441,2
13207,9714,1
13208,9719,2
13209,10185,2
13210,10189,1
13211,10190,1
13212,487,1
13213,8192,6
13214,8065,4
13215,7669,1
13216,7676,2
13217,7827,3
13218,7659,2
13219,7601,3
13220,7217,5
13221,7180,2
13222,6850,2
13223,6952,1
13224,6895,2
13225,6095,2
13226,6085,2
13227,5951,1
13228,5956,2
13229,5888,1
13230,8499,2
13231,7741,3
13232,504,2
13233,501,2
13234,502,1
13235,8498,4
13236,409,1
13237,518,4
13238,514,5
13239,486,4
13240,479,2
13241,477,3
13242,475,1
13243,478,1
13244,481,3
13245,499,1
13246,505,3
13247,7947,1
13248,7950,2
13249,7959,2
13250,8482,3
13251,416,1
13252,8508,2
13253,8490,3
13254,8487,6
13255,8486,3
13256,8494,1
13257,455,1
13258,4797,1
13259,2876,1
13260,7517,1
13261,1467,1
13262,3096,1
13263,52,1
13264,7744,1
13265,1996,1
13266,2789,1
13267,386,2
13268,335,1
13269,149,1
13270,9,1
13271,47,1
13272,48,3
13273,259,1
13274,333,2
13275,22,1
13276,17,1
13277,269,1
13278,353,1
13279,343,1
13280,255,1
13281,145,2
13282,122,1
13283,293,1
13284,215,1
13285,133,1
13286,449,3
13287,113,1
13288,248,1
13289,64,1
13290,325,1
13291,10205,2
13292,5934,1
13293,10208,2
13294,226,2
13295,204,1
13296,119,1
13297,520,2
13298,517,3
13299,510,1
13300,509,1
13301,503,1
13302,497,2
13303,494,4
13304,492,1
13305,344,1
13306,296,1
13307,275,1
13308,240,1
13309,10206,3
13310,454,1
13311,2650,2
13312,10211,11
13313,476,2
13314,9208,1
13315,8492,3
13316,9542,1
13317,493,1
13318,5979,3
13319,417,1
13320,9651,1
13322,8484,3
13323,5826,4
13324,9129,1
13325,5459,1
13326,139,1
13327,138,1
13328,10112,1
13329,7209,1
13330,5829,1
13331,8383,1
13332,2257,5
13333,3626,1
13334,9650,1
13335,253,1
13336,5662,2
13337,8027,1
13338,9486,1
13339,8505,3
13340,7958,2
13341,456,1
13342,10210,3
13343,2801,1
13344,9705,1
13345,1007,1
13346,6494,1
13347,2088,1
13348,3681,1
13349,1667,3
13350,3930,1
13351,4168,1
13352,1085,1
13353,2997,1
13354,3298,1
13355,2571,1
13356,8001,1
13357,2901,3
13358,432,2
13359,8151,1
13360,8063,2
13361,6044,2
13362,5858,1
13363,5699,2
13364,3453,1
13365,3364,1
13366,3006,2
13367,347,2
13368,358,1
13369,1339,2
13371,424,1
13372,422,1
13373,414,1
13374,384,1
13375,370,2
13376,8509,2
13377,266,1
13378,208,1
13379,202,1
13380,193,1
13381,188,1
13382,172,1
13383,8504,3
13384,10204,1
13385,10201,1
13388,10138,1
13389,450,2
13390,379,1
13391,7094,1
13392,380,1
13393,418,1
13394,346,1
13395,19,1
13396,351,1
13397,33,1
13398,10209,3
13399,7960,3
13400,7952,2
13401,516,1
13402,465,1
13403,436,1
13404,413,1
13405,411,1
13406,401,1
13407,368,1
13408,363,1
13409,340,1
13410,356,1
13411,9499,1
13412,9662,1
13413,8948,1
13414,9591,1
13415,6788,1
13416,7761,2
13418,4776,1
13419,4170,1
13420,791,1
13421,7187,1
13422,8069,1
13423,9252,1
13424,9558,1
13425,7344,1
13427,8480,2
13428,10207,3
13429,512,1
13430,7949,1
13431,8506,4
13432,8495,5
13433,9577,2
13434,5516,1
13435,5995,1
13436,310,1
13437,3178,1
13438,3038,2
13439,460,1
13440,9677,2
13441,429,1
13442,9264,1
13443,8222,2
13444,5947,1
13445,5641,1
13446,3452,1
13447,3387,1
13448,3361,1
13449,3268,1
13450,3059,1
13451,2337,1
13452,6258,1
13453,4712,1
13454,3735,1
13455,1788,1
13456,10151,1
13457,931,1
13458,4356,1
13459,8502,1
13460,7941,1
13461,496,1
13462,3899,1
13463,9440,2
13465,6573,1
13466,9979,1
13467,10142,1
13468,10146,1
13469,10166,1
13470,10159,1
13471,451,1
13472,482,1
13473,466,2
13474,440,1
13475,7310,1
13476,3480,1
13477,5711,1
13478,3761,1
13479,7397,1
13480,225,1
13481,1719,1
13482,6186,1
13483,8574,1
13484,6757,1
13485,3099,1
13486,7533,1
13487,8920,1
13488,1165,1
13489,6405,1
13490,5280,1
13491,8414,1
13492,488,1
13493,6973,1
13494,6298,1
13495,640,1
13496,7629,1
13497,2594,1
13498,9063,1
13499,9545,3
13500,9368,1
13501,8503,1
13502,7530,1
13503,9258,1
13504,9756,1
13505,6397,1
13506,8168,2
13507,9797,1
13508,8496,1
13509,3569,1
13510,8908,1
13511,9406,1
13512,9418,1
13513,7745,1
13514,6366,1
13515,1960,1
13516,9601,1
13517,8924,1
13518,6860,1
13519,8542,1
13520,8651,1
13521,4766,1
13522,7594,1
13523,7561,1
13524,3359,1
13525,8203,1
13526,6094,1
13527,9886,1
13528,4492,1
13529,2107,2
13530,7364,1
13531,7885,1
13532,3225,1
13533,9626,1
13534,376,1
13535,394,1
13536,7951,1
13537,6068,1
13538,6056,1
13539,5974,2
13540,5762,2
13541,3462,1
13542,5355,1
13543,5540,1
13544,5334,1
13545,9656,1
13546,9291,1
13547,9269,1
13548,8399,1
13549,8186,1
13550,7541,1
13551,7526,1
13552,6990,1
13553,6899,1
13554,6074,1
