student_id, semester, course_id, grade
40110048,991,105,11
40110079,993,117,15
40110034,992,100,20
40110048,993,144,6
40110033,991,100,13
40110057,991,101,17
40110057,998,130,5
40110007,996,145,1
40110000,999,138,20
40110014,999,102,16
40110041,999,101,11
40110067,990,110,1
40110081,994,163,8
40110085,991,105,18
40110027,996,140,0
40110070,991,125,9
40110085,996,115,15
40110078,994,163,12
40110093,998,147,5
40110000,997,115,10
40110089,990,122,9
40110031,995,107,17
40110012,991,162,18
40110028,997,121,18
40110052,999,131,16
40110018,998,161,5
40110097,999,133,20
40110063,993,135,11
40110088,993,130,5
40110058,992,103,16
40110076,998,136,12
40110073,993,118,19
40110025,992,120,0
40110072,999,126,13
40110060,992,156,7
40110046,991,103,7
40110067,994,136,9
40110018,991,119,14
40110018,999,149,13
40110043,992,110,6
40110041,993,119,10
40110076,998,117,1
40110002,990,104,11
40110033,992,102,3
40110065,996,162,2
40110087,999,137,17
40110041,994,157,18
40110061,996,152,18
40110077,994,105,8
40110065,995,141,5
40110050,996,107,18
40110074,994,114,11
40110072,994,143,4
40110066,996,163,20
40110085,995,146,6
40110068,994,115,14
40110056,996,134,17
40110077,996,126,16
40110048,993,163,0
40110013,995,125,14
40110072,998,139,19
40110050,992,141,13
40110029,994,104,2
40110018,990,158,0
40110015,992,130,6
40110064,990,145,7
40110008,995,152,16
40110025,999,109,14
40110042,995,126,4
40110012,993,124,18
40110016,997,161,4
40110008,994,140,13
40110080,996,119,9
40110033,992,100,11
40110073,995,154,8
40110016,991,137,3
40110018,993,161,18
40110074,997,124,1
40110026,993,128,20
40110014,995,101,3
40110005,996,142,18
40110073,994,102,8
40110009,995,122,20
40110081,999,119,1
40110032,992,134,16
40110039,993,157,10
40110001,991,163,7
40110080,994,140,10
40110029,998,103,12
40110012,998,124,6
40110096,997,126,8
40110029,995,101,19
40110054,996,111,2
40110041,993,137,18
40110008,997,132,11
40110000,991,118,7
40110003,996,119,10
40110044,992,120,17
40110054,995,159,12
40110049,995,139,13
40110092,993,105,18
40110013,992,115,20
40110098,999,128,13
40110028,999,111,10
40110098,990,145,19
40110061,999,159,6
40110044,997,159,6
40110007,994,128,7
40110077,997,124,17
40110041,997,149,6
40110087,997,103,3
40110095,996,160,3
40110091,999,159,14
40110050,995,100,19
40110029,994,118,6
40110020,994,120,17
40110076,993,101,8
40110067,993,159,0
40110059,994,162,3
40110051,990,157,4
40110039,992,152,17
40110032,998,149,12
40110098,996,102,4
40110029,991,105,0
40110038,998,116,8
40110094,995,112,1
40110018,994,154,12
40110006,991,103,15
40110001,993,133,5
40110064,991,107,6
40110053,997,159,15
40110089,991,109,8
40110012,991,113,7
40110090,992,162,9
40110093,998,117,12
40110069,996,141,18
40110044,999,142,15
40110022,996,110,7
40110020,992,161,5
40110074,992,121,7
40110048,995,109,8
40110060,998,116,1
40110018,997,118,4
40110032,991,139,17
40110022,990,130,7
40110055,994,117,20
40110053,992,104,16
40110094,990,159,20
40110022,998,149,6
40110067,995,135,0
40110044,995,118,4
40110085,991,127,8
40110091,995,157,7
40110018,998,146,11
40110010,994,117,0
40110051,990,100,18
40110056,998,112,12
40110098,994,145,18
40110087,993,149,0
40110083,997,144,0
40110016,993,138,0
40110022,991,151,11
40110028,991,125,13
40110033,994,121,20
40110035,994,143,16
40110027,995,134,19
40110057,998,148,14
40110048,992,107,6
40110095,997,108,7
40110034,999,124,0
40110099,990,110,13
40110093,995,153,16
40110039,997,130,14
40110043,997,157,5
40110007,998,152,19
40110058,994,138,4
40110043,994,140,13
40110080,990,114,15
40110052,998,128,19
40110006,998,101,14
40110090,998,157,9
40110007,999,103,5
40110077,995,146,14
40110034,996,129,5
40110068,995,103,9
40110035,995,135,1
40110013,992,124,0
40110071,999,123,20
40110040,998,131,5
40110076,996,106,14
40110057,996,153,6
40110015,999,115,7
40110017,999,148,12
40110080,994,121,0
40110007,991,103,6
40110040,998,142,8
40110054,997,153,11
40110090,992,119,14
40110096,993,136,4
40110013,997,152,18
40110089,996,151,3
40110077,998,138,17
40110012,996,153,1
40110082,995,129,0
40110098,994,104,3
40110086,999,106,11
40110026,991,130,4
40110032,995,125,19
40110012,997,119,3
40110049,993,160,5
40110042,990,137,6
40110077,997,147,2
40110080,993,109,6
40110038,994,149,10
40110000,997,138,0
40110054,999,144,3
40110024,993,142,16
40110052,991,133,18
40110027,997,135,2
40110067,994,127,3
40110032,994,106,0
40110033,999,104,8
40110031,999,122,12
40110056,994,124,15
40110071,997,157,7
40110047,995,132,0
40110079,994,150,0
40110081,996,140,14
40110002,997,123,4
40110040,990,103,10
40110019,999,127,16
40110035,990,141,5
40110047,996,146,6
40110052,991,120,11
40110064,990,119,12
40110097,992,138,11
40110094,996,152,10
40110088,990,159,3
40110036,992,133,14
40110051,994,110,16
40110070,995,144,2
40110041,991,109,5
40110065,997,131,4
40110076,992,103,3
40110035,991,134,8
40110015,996,150,20
40110053,992,160,17
40110061,990,149,3
40110043,995,108,1
40110098,997,138,5
40110025,990,134,20
40110027,996,112,15
40110056,998,126,18
40110090,991,160,9
40110046,992,153,4
40110002,994,117,10
40110078,996,143,4
40110037,994,104,3
40110080,998,128,7
40110091,991,128,11
40110011,999,149,5
40110056,995,105,12
40110014,995,152,0
40110047,993,114,9
40110049,990,140,18
40110079,991,151,5
40110006,990,124,3
40110040,990,145,16
40110014,992,121,0
40110034,997,115,17
40110001,993,123,3
40110043,992,134,2
40110029,997,109,0
40110016,995,133,2
40110080,997,125,14
40110000,997,144,2
40110003,994,114,20
40110005,998,157,4
40110001,990,117,13
40110070,997,125,15
40110006,994,136,15
40110048,991,137,16
40110045,998,157,3
40110050,993,132,20
40110018,996,162,8
40110073,992,146,7
40110063,997,110,14
40110022,993,156,2
40110064,994,109,17
40110073,997,148,2
40110045,996,143,18
40110031,990,137,16
40110089,991,123,18
40110052,991,121,0
40110049,997,115,20
40110061,993,123,20
40110016,994,161,0
40110060,994,139,19
40110042,991,135,0
40110049,999,148,20
40110082,996,116,5
40110043,998,109,1
40110043,991,118,3
40110013,999,120,0
40110089,999,149,0
40110035,997,145,5
40110068,999,100,20
40110001,993,146,16
40110030,999,100,16
40110090,998,117,11
40110047,993,111,12
40110068,991,118,19
40110094,992,133,1
40110074,992,154,12
40110033,995,132,4
40110079,992,156,8
40110027,998,143,14
40110091,998,104,14
40110055,991,149,13
40110063,995,109,6
40110034,992,120,15
40110004,992,108,16
40110035,998,131,20
40110007,995,123,5
40110075,995,143,1
40110084,991,111,8
40110047,999,162,1
40110084,998,116,20
40110017,994,131,10
40110084,991,127,12
40110020,990,123,14
40110055,994,134,13
40110099,995,144,15
40110007,995,103,18
40110003,995,151,7
40110063,991,162,11
40110031,997,163,12
40110088,993,160,0
40110090,994,147,7
40110039,991,138,1
40110054,994,132,2
40110017,995,159,6
40110029,999,105,6
40110087,995,127,10
40110067,992,133,9
40110005,997,159,18
40110081,991,123,3
40110022,997,155,16
40110097,993,143,7
40110089,991,105,7
40110091,991,102,16
40110007,991,105,2
40110018,997,114,0
40110090,994,110,4
40110002,998,116,4
40110074,994,101,20
40110036,993,116,1
40110010,991,105,11
40110003,994,143,13
40110084,996,131,11
40110052,995,124,10
40110077,997,111,8
40110009,998,122,19
40110091,992,120,9
40110074,997,153,8
40110025,994,153,19
40110022,992,153,3
40110063,990,139,18
40110082,997,129,18
40110094,999,101,0
40110081,994,139,12
40110085,991,118,13
40110090,998,116,5
40110011,995,132,14
40110020,999,101,18
40110070,994,147,1
40110014,996,101,20
40110080,999,141,5
40110023,990,105,11
40110033,990,145,11
40110045,992,162,20
40110091,999,115,20
40110070,998,155,1
40110018,994,139,20
40110007,992,157,0
40110030,999,136,9
40110013,991,162,9
40110052,999,124,20
40110022,993,153,11
40110092,993,161,10
40110031,994,142,13
40110098,991,155,2
40110015,995,117,3
40110079,999,120,12
40110028,999,139,19
40110034,995,103,12
40110061,996,149,9
40110047,992,156,12
40110076,995,129,17
40110080,990,118,7
40110051,996,120,11
40110048,990,116,11
40110074,998,136,0
40110034,995,100,16
40110054,997,159,5
40110093,994,134,3
40110006,990,118,16
40110043,994,151,6
40110006,999,110,1
40110009,997,110,17
40110036,998,161,14
40110053,991,143,11
40110041,990,134,8
40110070,999,108,11
40110066,990,147,11
40110038,995,108,19
40110060,999,131,6
40110038,997,110,8
40110073,993,131,15
40110039,996,151,8
40110091,998,129,9
40110008,994,162,8
40110088,999,116,2
40110059,999,113,8
40110038,993,146,16
40110048,998,163,13
40110045,997,120,11
40110003,997,152,0
40110043,990,125,7
40110081,992,135,13
40110008,997,118,11
40110075,994,114,1
40110064,991,147,3
40110035,999,101,14
40110072,999,158,6
40110087,994,128,17
40110005,990,109,9
40110043,992,142,16
40110092,995,151,12
40110050,998,153,17
40110082,994,145,19
40110063,990,125,15
40110032,997,107,17
40110028,991,146,12
40110030,990,132,18
40110010,990,110,0
40110025,990,151,9
40110052,996,138,5
40110056,997,107,15
40110063,993,125,11
40110023,993,149,5
40110058,998,157,19
40110085,995,110,9
40110041,995,102,18
40110050,994,145,8
40110085,992,137,8
40110094,990,126,16
40110019,997,133,2
40110032,990,126,10
40110038,991,144,16
40110083,998,121,14
40110044,998,118,8
40110011,996,123,0
40110002,995,102,0
40110029,998,152,10
40110045,996,138,6
40110085,997,127,20
40110009,990,159,19
40110006,998,129,2
40110054,997,105,15
40110038,990,103,4
40110015,995,162,4
40110091,992,107,14
40110012,990,135,3
40110052,992,112,19
40110086,998,128,17
40110017,999,154,12
40110075,994,109,12
40110010,992,152,7
40110073,990,134,1
40110042,992,156,15
40110064,992,111,17
40110001,991,124,17
40110000,991,112,17
40110033,993,148,9
40110003,998,141,11
40110019,998,139,2
40110052,994,155,4
40110011,990,110,18
40110066,990,157,1
40110019,990,114,7
40110052,993,111,10
40110010,996,105,17
40110040,994,156,2
40110093,999,122,19
40110009,991,124,1
40110080,996,118,6
40110016,992,103,0
40110097,990,160,2
40110027,990,163,5
40110055,992,112,12
40110079,992,152,6
40110049,990,112,19
40110046,999,111,1
40110062,998,144,19
40110063,991,142,20
40110044,990,124,20
40110039,994,150,20
40110069,997,129,16
40110080,990,107,5
40110084,994,117,3
40110031,995,163,5
40110038,992,139,2
40110007,993,136,14
40110024,999,135,5
40110071,994,116,20
40110078,999,134,13
40110076,996,144,13
40110019,997,150,20
40110075,994,143,12
40110058,990,159,17
40110099,996,140,11
40110011,998,121,4
40110029,996,127,17
40110008,992,106,4
40110018,996,159,19
40110024,994,107,17
40110071,998,161,0
40110063,996,151,19
40110021,993,100,16
40110077,996,137,20
40110088,992,162,5
40110020,993,119,11
40110085,990,107,19
40110018,993,117,19
40110002,993,150,5
40110056,992,158,3
40110056,996,107,6
40110060,993,116,11
40110070,996,163,12
40110008,990,155,0
40110049,999,139,10
40110072,992,115,4
40110080,996,125,18
40110016,992,131,8
40110094,998,107,2
40110067,999,146,2
40110069,996,105,2
40110018,990,149,9
40110007,998,157,14
40110084,993,133,6
40110025,990,128,18
40110041,991,158,8
40110049,998,162,7
40110091,993,120,12
40110031,997,147,16
40110058,996,138,12
40110067,991,112,15
40110013,990,142,14
40110024,992,105,13
40110040,996,105,16
40110056,994,142,7
40110076,994,159,5
40110045,990,130,7
40110008,990,126,19
40110041,992,104,15
40110063,997,143,1
40110060,992,129,1
40110074,992,107,17
40110086,994,143,6
40110024,990,127,2
40110072,998,130,20
40110050,992,143,3
40110014,993,118,4
40110034,999,133,2
40110035,999,120,14
40110043,995,143,19
40110044,997,110,13
40110009,993,107,11
40110026,999,151,8
40110086,999,144,4
40110033,992,132,1
40110008,995,116,6
40110070,999,142,14
40110075,998,110,16
40110069,991,132,7
40110036,991,104,3
40110044,998,105,6
40110053,995,160,17
40110019,999,156,12
40110048,998,124,6
40110031,991,107,16
40110057,993,119,7
40110008,993,141,18
40110069,997,159,9
40110016,996,150,18
40110033,998,155,19
40110073,993,141,11
40110022,992,125,2
40110001,997,126,8
40110084,998,109,11
40110051,992,104,2
40110045,992,132,5
40110005,998,123,17
40110015,992,163,19
40110004,999,149,11
40110055,995,144,14
40110038,998,109,16
40110033,995,153,7
40110054,997,128,17
40110066,993,163,6
40110070,992,163,15
40110047,999,146,2
40110046,996,158,12
40110007,999,121,2
40110049,995,114,13
40110057,992,146,15
40110073,991,121,10
40110009,997,139,12
40110058,993,150,18
40110053,990,120,9
40110095,996,102,19
40110054,994,159,18
40110058,999,147,1
40110068,997,137,8
40110094,997,135,19
40110082,998,128,5
40110012,990,152,18
40110031,998,140,17
40110054,993,142,19
40110090,991,136,1
40110021,991,133,3
40110024,994,144,20
40110054,999,148,13
40110066,999,154,9
40110046,993,162,13
40110033,993,121,5
40110020,990,161,7
40110017,997,130,19
40110069,996,159,12
40110057,999,139,4
40110000,994,145,9
40110060,991,156,2
40110089,994,115,20
40110065,992,156,20
40110026,992,105,15
40110095,999,113,6
40110023,997,136,17
40110046,993,108,7
40110050,997,103,7
40110059,990,143,4
40110026,994,148,19
40110026,997,105,6
40110070,994,136,20
40110033,998,141,4
40110088,993,125,5
40110091,993,119,18
40110019,993,162,14
40110006,999,134,7
40110011,994,129,15
40110007,997,115,12
40110020,993,154,8
40110060,999,101,20
40110025,992,150,11
40110051,997,116,5
40110070,990,157,17
40110067,990,145,1
40110056,995,116,17
40110021,992,128,6
40110067,994,134,2
40110046,990,138,4
40110075,999,115,4
40110019,997,128,7
40110088,996,100,0
40110067,996,140,2
40110039,999,130,1
40110057,996,108,7
40110000,999,127,19
40110094,993,137,3
40110085,998,115,8
40110000,994,150,3
40110022,993,121,9
40110043,991,150,9
40110068,999,113,4
40110055,994,124,0
40110024,993,148,4
40110029,993,146,3
40110064,991,159,0
40110041,991,137,14
40110018,992,150,9
40110095,995,125,7
40110076,990,107,11
40110080,991,150,15
40110097,995,131,12
40110046,991,123,10
40110089,993,160,4
40110094,993,109,6
40110079,999,101,16
40110058,993,146,16
40110001,990,105,3
40110031,997,155,16
40110042,999,109,8
40110034,990,108,10
40110056,999,118,18
40110047,998,148,17
40110082,996,103,15
40110017,995,156,16
40110043,992,135,8
40110043,997,163,4
40110091,997,100,0
40110027,998,163,4
40110049,999,120,11
40110005,995,114,2
40110038,992,158,4
40110005,990,143,3
40110054,993,141,12
40110026,995,160,4
40110023,997,134,3
40110008,996,133,6
40110055,993,153,3
40110010,998,122,1
40110015,990,135,15
40110019,997,117,0
40110071,998,106,12
40110029,993,102,1
40110015,992,131,0
40110066,995,150,6
40110072,994,122,17
40110058,994,141,3
40110073,995,139,8
40110062,997,151,2
40110060,994,158,16
40110027,993,125,8
40110053,992,125,4
40110058,994,129,2
40110091,997,153,17
40110094,998,134,3
40110048,996,115,4
40110043,991,134,10
40110058,994,135,1
40110044,992,146,9
40110041,995,152,5
40110073,997,131,18
40110014,993,163,12
40110007,994,157,13
40110000,997,143,16
40110046,992,103,8
40110085,993,107,18
40110039,991,162,7
40110027,994,154,20
40110011,990,148,0
40110047,992,104,7
40110021,996,123,19
40110094,990,125,6
40110077,990,126,11
40110044,994,117,5
40110077,995,122,7
40110030,990,101,6
40110003,995,130,20
40110060,996,145,12
40110079,998,162,6
40110066,992,109,11
40110009,996,150,19
40110097,992,133,11
40110042,999,144,6
40110077,990,112,14
40110079,992,128,15
40110047,994,163,4
40110012,990,107,13
40110067,995,159,13
40110057,998,125,9
40110035,995,145,8
40110096,991,163,7
40110069,992,149,20
40110042,996,149,8
40110093,992,160,16
40110041,997,145,9
40110081,993,139,15
40110088,998,141,2
40110060,996,160,15
40110023,993,109,4
40110098,994,138,19
40110081,995,148,17
40110009,998,110,3
40110057,991,108,19
40110003,994,124,9
40110064,991,151,11
40110049,991,161,14
40110069,997,155,9
40110028,992,101,9
40110073,994,119,20
40110081,992,144,15
40110044,996,162,14
40110054,993,134,5
40110086,992,160,12
40110005,997,162,7
40110050,998,101,1
40110078,998,132,15
40110021,993,104,10
40110061,994,110,6
40110084,992,113,20
40110003,992,120,5
40110066,992,125,17
40110080,991,116,10
40110019,992,163,14
40110047,991,140,5
40110087,997,145,0
40110037,994,131,14
40110072,996,150,11
40110044,993,140,7
40110051,997,139,18
40110087,994,111,17
40110020,990,157,19
40110019,998,163,5
40110035,997,143,6
40110082,992,153,7
40110090,997,132,10
40110090,996,127,12
40110011,998,162,14
40110069,994,159,7
40110026,992,125,15
40110056,997,113,3
40110021,992,129,17
40110078,996,129,11
40110099,996,119,17
40110059,993,130,10
40110053,993,157,6
40110075,992,109,2
40110052,994,135,7
40110078,993,155,0
40110013,999,113,10
40110093,992,155,7
40110075,997,130,3
40110052,991,111,20
40110018,990,129,16
40110036,994,145,11
40110039,993,158,8
40110047,993,158,11
40110092,997,101,10
40110026,992,104,15
40110089,996,139,9
40110076,991,100,18
40110015,993,119,0
40110032,995,100,17
40110063,992,141,5
40110056,990,128,12
40110067,995,153,8
40110057,990,113,8
40110043,994,114,20
40110028,999,106,14
40110073,995,153,2
40110027,991,157,7
40110060,997,149,6
40110063,993,155,4
40110095,992,140,10
40110066,991,157,4
40110028,997,155,6
40110008,992,158,6
40110067,998,148,16
40110059,994,102,9
40110068,995,126,17
40110018,992,112,4
40110097,995,102,14
40110042,998,142,17
40110094,994,154,1
40110048,996,108,18
40110065,997,133,11
40110024,998,158,6
40110039,996,123,3
40110099,991,146,11
40110019,991,148,9
40110054,999,140,14
40110027,990,127,15
40110034,996,145,10
40110064,991,134,10
40110077,994,145,10
40110003,998,123,13
40110044,991,108,5
40110091,990,120,6
40110082,998,145,5
40110012,997,155,0
40110015,993,153,15
40110056,991,121,6
40110092,992,120,3
40110091,991,150,10
40110070,996,119,16
40110013,999,130,17
40110009,999,142,3
40110072,994,100,6
40110063,998,153,10
40110088,999,155,5
40110078,999,113,8
40110093,992,114,8
40110070,992,143,13
40110044,997,111,2
40110099,992,120,6
40110026,995,124,17
40110097,994,102,8
40110035,992,105,11
40110059,994,149,8
40110001,990,122,13
40110033,991,104,5
40110071,991,104,19
40110093,992,159,10
40110042,993,147,14
40110075,997,145,14
40110023,998,137,18
40110026,995,135,0
40110094,990,118,19
40110003,998,129,2
40110006,990,139,11
40110044,991,135,4
40110040,994,151,5
40110006,997,124,3
40110062,997,127,7
40110012,996,149,11
40110026,992,153,13
40110057,991,124,2
40110049,998,110,20
40110055,993,108,17
40110088,995,126,0
40110052,997,128,9
40110041,999,120,19
40110068,997,129,8
40110075,995,145,18
40110039,993,142,8
40110006,994,160,1
40110079,990,156,1
40110059,994,135,7
40110015,996,160,4
40110088,993,153,13
40110005,991,138,9
40110047,997,155,13
40110050,990,163,2
40110088,999,126,10
40110078,994,155,14
40110095,992,103,0
40110074,994,142,12
40110085,994,102,17
40110047,999,154,20
40110052,996,105,0
40110095,991,134,19
40110029,998,120,16
40110087,991,125,8
40110021,997,152,11
40110075,995,137,8
40110082,990,151,4
40110070,995,109,4
40110012,996,117,15
40110090,996,118,9
40110034,992,155,14
40110003,998,124,16
40110087,997,147,0
40110080,991,159,0
40110018,994,150,12
40110034,990,139,4
40110013,997,137,17
40110046,990,125,19
40110053,995,155,0
40110009,997,112,9
40110039,995,162,17
40110044,995,160,0
40110016,993,142,12
40110054,994,150,11
40110078,996,100,12
40110033,990,116,8
40110080,990,129,19
40110001,991,138,1
40110079,996,152,12
40110015,998,150,8
40110068,998,157,14
40110019,993,118,15
40110029,998,130,11
40110035,991,117,19
40110021,994,161,12
40110009,997,109,16
40110051,991,135,13
40110072,998,152,9
40110006,996,146,20
40110087,995,132,1
40110014,998,109,12
40110017,991,143,2
40110014,996,133,6
40110004,990,144,19
40110072,996,145,5
40110055,999,144,0
40110099,996,138,18
40110099,990,147,3
40110006,992,122,8
40110061,999,122,10
40110083,992,162,15
40110038,997,126,19
40110027,991,133,3
40110096,997,157,20
40110098,996,138,13
40110016,998,129,13
40110076,991,151,18
40110074,991,150,2
40110017,993,110,8
40110017,996,143,1
40110067,993,133,3
40110015,993,141,14
40110000,993,111,18
40110023,990,106,5
40110086,992,127,20
40110074,995,109,5
40110089,990,121,18
40110080,992,108,1
40110023,995,106,16
40110018,999,144,6
40110032,997,135,11
40110099,994,111,1
40110063,992,111,13
40110062,993,123,17
40110091,993,135,3
40110080,999,137,16
40110034,996,135,20
40110032,996,154,4
40110052,999,141,11
40110020,998,155,8
40110032,999,136,9
40110055,997,160,16
40110030,998,124,5
40110069,995,156,9
40110038,993,161,9
40110032,994,109,7
40110063,991,151,8
40110060,992,149,20
40110007,996,120,20
40110058,996,103,18
40110097,993,104,12
40110073,998,111,18
40110008,990,163,10
40110090,992,136,12
40110093,997,156,3
40110089,996,125,14
40110015,994,133,10
40110058,995,161,12
40110049,992,141,9
40110042,990,105,14
40110085,993,148,17
40110058,995,163,4
40110077,996,156,20
40110039,993,128,0
40110091,995,132,6
40110085,992,152,0
40110011,996,109,19
40110065,995,108,6
40110040,998,125,12
40110072,996,114,11
40110004,995,124,0
40110050,992,153,0
40110031,994,154,3
40110052,996,112,18
40110070,999,100,7
40110073,996,119,12
40110090,995,111,6
40110080,996,142,10
40110012,998,115,11
40110059,994,119,5
40110071,990,114,19
40110000,998,157,7
40110064,995,153,2
40110027,997,162,3
40110080,993,100,5
40110087,997,132,8
40110073,990,107,16
40110075,994,129,1
40110032,992,142,15
40110075,999,117,3
40110034,993,146,10
40110040,996,132,18
40110009,996,163,15
40110091,997,124,19
40110072,993,114,11
40110029,992,122,10
40110053,991,104,17
40110092,996,114,5
40110040,992,148,19
40110075,997,142,10
40110021,991,126,3
40110042,992,155,3
40110022,994,139,9
40110040,995,159,1
40110043,999,156,2
40110088,999,136,4
40110009,993,108,12
40110063,992,157,20
40110062,997,153,16
40110070,990,158,4
40110089,995,117,19
40110041,990,151,15
40110088,996,155,14
40110079,999,105,4
40110084,990,163,3
40110010,993,108,16
40110093,996,154,19
40110094,995,157,15
40110003,992,148,10
40110069,994,117,8
40110093,995,144,14
40110043,997,101,20
40110067,999,134,0
40110037,995,156,19
40110064,994,147,4
40110005,993,158,2
40110024,991,103,8
40110040,994,143,16
40110006,999,144,14
40110021,997,161,18
40110073,991,142,13
40110008,993,101,18
40110046,990,158,14
40110099,994,161,17
40110029,999,126,4
40110022,999,152,15
40110014,999,130,12
40110033,996,141,2
40110012,995,110,20
40110088,998,157,7
40110094,996,124,12
40110059,999,120,8
40110016,999,158,20
40110092,999,103,17
40110053,991,103,9
40110081,997,106,14
40110000,993,123,12
40110084,996,133,14
40110092,995,146,2
40110097,992,121,19
40110062,998,114,13
40110086,996,135,12
40110019,998,132,0
40110042,996,121,5
40110024,991,141,20
40110018,998,139,2
40110002,998,126,17
40110018,994,149,20
40110015,997,107,14
40110052,991,132,18
40110001,991,111,8
40110051,992,131,6
40110028,994,144,0
40110015,991,108,18
40110018,994,145,9
40110025,998,154,17
40110060,991,119,5
40110010,994,142,11
40110039,994,148,5
40110076,998,108,6
40110071,991,151,15
40110009,992,108,18
40110025,999,114,5
40110080,996,152,13
40110027,993,137,4
40110082,993,121,3
40110007,993,154,13
40110065,996,134,7
40110083,998,115,10
40110050,993,129,19
40110008,992,161,9
40110068,997,134,20
40110087,998,127,14
40110055,992,158,3
40110064,998,128,2
40110074,999,102,13
40110007,996,115,17
40110028,999,113,18
40110090,995,103,5
40110011,995,113,18
40110098,991,150,3
40110046,993,125,9
40110048,990,108,14
40110086,997,117,4
40110059,997,101,18
40110094,992,156,11
40110018,996,102,3
40110064,994,150,9
40110081,992,146,4
40110058,991,139,1
40110057,994,136,15
40110087,991,110,20
40110047,995,152,1
40110086,992,149,19
40110084,997,116,18
40110039,991,114,9
40110015,995,143,3
40110052,994,107,12
40110048,996,160,5
40110078,994,103,5
40110049,998,126,16
40110052,990,161,8
40110074,998,163,7
40110087,998,113,20
40110066,999,137,1
40110024,992,138,9
40110060,991,122,15
40110091,993,137,3
40110000,996,111,14
40110044,994,156,11
40110040,994,159,10
40110019,998,159,4
40110035,993,146,10
40110045,992,157,13
40110011,997,100,11
40110041,996,146,15
40110002,994,127,7
40110003,992,134,3
40110092,993,158,17
40110049,998,149,0
40110029,990,151,17
40110056,990,144,8
40110077,998,108,5
40110023,993,136,18
40110099,994,160,1
40110008,990,162,18
40110092,996,121,1
40110060,990,128,2
40110087,990,163,13
40110042,996,101,13
40110030,992,160,11
40110060,992,163,11
40110072,999,135,10
40110085,993,145,5
40110079,998,140,14
40110044,996,142,4
40110042,991,139,12
40110029,999,163,7
40110052,998,143,2
40110087,997,146,0
40110076,992,119,8
40110059,991,136,0
40110038,991,133,6
40110030,991,131,3
40110003,990,122,15
40110058,991,124,11
40110038,999,139,13
40110047,997,141,2
40110083,993,103,15
40110000,996,142,10
40110033,998,105,17
40110072,996,137,6
40110031,997,137,2
40110016,994,109,14
40110014,999,145,18
40110066,994,122,5
40110075,996,123,1
40110085,990,127,2
40110051,990,138,3
40110010,991,154,18
40110077,993,129,19
40110021,993,117,4
40110041,994,135,7
40110098,995,111,9
40110053,991,130,5
40110059,999,106,4
40110069,997,163,20
40110085,993,108,3
40110046,994,129,17
40110076,995,121,12
40110014,996,143,4
40110053,990,117,6
40110016,997,100,10
40110059,991,148,11
40110022,991,157,13
40110060,995,125,0
40110071,996,156,14
40110040,997,117,11
40110067,993,161,0
40110069,996,115,16
40110065,999,108,20
40110096,991,130,1
40110083,998,159,3
40110082,998,105,19
40110038,993,103,7
40110029,999,144,16
40110092,994,162,2
40110037,996,147,16
40110030,992,135,14
40110006,995,106,14
40110001,992,114,9
40110072,997,148,18
40110035,994,110,7
40110068,999,136,6
40110070,993,110,16
40110069,997,118,18
40110074,994,134,6
40110022,998,111,0
40110031,998,115,18
40110087,997,108,1
40110081,996,148,13
40110038,991,153,9
40110008,991,147,4
40110019,999,137,20
40110040,992,104,2
40110072,995,146,3
40110072,991,122,9
40110011,990,114,12
40110003,990,162,1
40110030,992,138,0
40110003,992,151,20
40110091,995,129,18
40110094,991,150,16
40110061,999,147,3
40110053,993,150,10
40110034,994,150,19
40110069,994,145,5
40110052,996,163,7
40110094,998,158,7
40110003,990,148,9
40110093,995,134,15
40110064,994,103,3
40110025,999,149,20
40110060,995,106,16
40110090,997,135,13
40110022,990,112,8
40110004,997,122,20
40110039,998,112,8
40110099,991,129,3
40110075,991,125,2
40110092,999,141,17
40110063,999,111,15
40110045,992,122,7
40110028,994,133,1
40110035,994,102,19
40110011,991,103,12
40110011,996,162,15
40110068,998,147,3
40110017,991,128,15
40110060,991,118,15
40110031,994,162,9
40110025,995,130,16
40110073,998,120,19
40110005,996,108,5
40110016,997,146,10
40110084,990,117,6
40110060,992,158,10
40110008,992,100,10
40110009,993,129,18
40110070,992,150,15
40110015,996,142,3
40110038,997,139,10
40110056,999,135,4
40110045,997,140,16
40110058,999,101,16
40110063,994,112,20
40110066,991,127,12
40110096,994,119,10
40110089,995,125,15
40110018,994,111,6
40110011,991,141,15
40110034,996,134,3
40110025,997,124,1
40110065,997,111,2
40110014,993,116,5
40110075,992,134,0
40110070,998,157,2
40110070,991,129,2
40110036,996,155,20
40110017,995,131,5
40110095,993,125,1
40110023,993,112,1
40110058,991,141,8
40110013,995,112,9
40110012,995,144,18
40110063,996,156,2
40110002,990,150,13
40110005,997,117,17
40110024,993,103,11
40110071,996,116,11
40110003,991,120,20
40110084,990,159,20
40110071,997,124,4
40110033,994,127,6
40110020,997,156,16
40110069,990,138,9
40110046,994,114,18
40110069,992,137,13
40110069,997,144,20
40110083,997,111,19
40110043,991,146,1
40110008,992,142,19
40110058,995,125,16
40110090,992,147,12
40110090,996,146,11
40110088,994,111,15
40110066,995,125,14
40110047,995,134,10
40110023,990,138,16
40110069,992,139,9
40110019,991,137,7
40110088,992,116,8
40110053,993,163,13
40110029,990,124,11
40110009,998,152,2
40110093,999,153,1
40110044,999,123,9
40110005,990,136,7
